Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Fund Accountant,70%,130,874,0.148741419,Hospitality
Fund Accounting Manager,35%,483,1612,0.299627792,Communication & PR
Fund Manager,25%,285,1874,0.15208111,Communication & PR
Fundraiser,50%,164,1393,0.117731515,Construction
Fundraising Manager,40%,867,2659,0.326062429,Law Enforcement
Funeral Arranger,30%,113,811,0.139334155,Leadership & Strategy
Funeral Assistant,20%,71,654,0.108562691,Supply Chain & Logistics
Funeral Attendant,30%,87,691,0.125904486,Medical & Healthcare
Funeral Director,5%,323,1322,0.244326778,Construction
Fx Artist,60%,190,1638,0.115995116,Supply Chain & Logistics
Game Artist,65%,190,1453,0.130763937,Communication & PR
Game Designer,60%,171,1413,0.121019108,Leadership & Strategy
Game Developer,60%,211,1781,0.118472768,Law Enforcement
Game Master,10%,987,4587,0.215173316,Data & IT
Game Programmer,70%,152,1318,0.115326252,Hospitality
Game Tester,30%,210,1769,0.118711136,Data & IT
Game Warden,40%,320,1001,0.31968032,Supply Chain & Logistics
Gamer,10%,826,3837,0.215272348,Communication & PR
Garbage Truck Driver,40%,58,172,0.337209302,Construction
Gardener,10%,229,911,0.251372119,Supply Chain & Logistics
Gas Controller,50%,122,802,0.152119701,Administrative & Clerical
Gas Station Attendant,60%,28,239,0.117154812,Administrative & Clerical
Gas Station Cashier,10%,633,2815,0.224866785,Supply Chain & Logistics
Gas Technician,15%,545,2418,0.225392887,Supply Chain & Logistics
Gastroenterologist,10%,430,1784,0.24103139,Sales & Marketing
Gate Agent,45%,331,1172,0.282423208,Data & IT
Gate Guard,10%,362,1630,0.22208589,Construction
Ged Instructor,20%,152,1049,0.144899905,Hospitality
Gemologist,15%,286,1183,0.241758242,Supply Chain & Logistics
General Accountant,35%,466,1545,0.301618123,Data & IT
General Clerk,90%,242,1903,0.12716763,Hospitality
General Contractor,35%,299,939,0.318423855,Leadership & Strategy
General Counsel,15%,1056,4223,0.2500592,Hospitality
General Dentist,5%,420,1742,0.241102181,Supply Chain & Logistics
General Engineer,15%,790,2828,0.279349364,Medical & Healthcare
General Labor,60%,19,409,0.046454768,Medical & Healthcare
General Laborer,60%,9,138,0.065217391,Leadership & Strategy
General Ledger Accountant,35%,466,1543,0.302009073,Administrative & Clerical
General Maintenance Technician,45%,299,1114,0.268402154,Data & IT
General Manager,25%,231,1484,0.155660377,Medical & Healthcare
General Office Clerk,85%,245,1912,0.128138075,Communication & PR
General Practitioner,5%,440,1819,0.241891149,Law Enforcement
General Service Technician,45%,303,1118,0.271019678,Administrative & Clerical
General Surgeon,10%,418,1844,0.226681128,Hospitality
General Worker,60%,19,409,0.046454768,Supply Chain & Logistics
Generalist,40%,527,1657,0.318044659,Leadership & Strategy
Generator Technician,35%,232,841,0.275862069,Sales & Marketing
Genetic Counselor,30%,111,1099,0.10100091,Supply Chain & Logistics
Geneticist,20%,144,1161,0.124031008,Construction
Geographer,5%,631,2548,0.247645212,Medical & Healthcare
Geologist,15%,400,1534,0.260756193,Law Enforcement
Geophysicist,20%,150,1174,0.127768313,Sales & Marketing
Geoscientist,30%,127,1382,0.091895803,Sales & Marketing
Geospatial Analyst,35%,506,1430,0.353846154,Administrative & Clerical
Geotechnical Engineer,20%,156,1150,0.135652174,Sales & Marketing
Geriatric Nursing Assistant,10%,447,2173,0.205706397,Data & IT
German Teacher,20%,152,1049,0.144899905,Communication & PR
Gis Analyst,35%,511,1434,0.356345886,Sales & Marketing
Gis Developer,75%,9,48,0.1875,Supply Chain & Logistics
Gis Manager,25%,264,1844,0.143167028,Administrative & Clerical
Gis Specialist,40%,701,2197,0.319071461,Construction
Gis Technician,35%,494,1408,0.350852273,Leadership & Strategy
Glazier,10%,400,1400,0.285714286,Leadership & Strategy
Global Account Manager,15%,978,3921,0.249426167,Leadership & Strategy
Golf Cart Attendant,13%,374,1625,0.230153846,Leadership & Strategy
Golf Coach,5%,529,2199,0.240563893,Leadership & Strategy
Golf Course Superintendent,10%,559,2805,0.199286988,Administrative & Clerical
Golf Professional,10%,506,2537,0.199448167,Leadership & Strategy
Government Contractor,10%,722,2689,0.268501302,Communication & PR
Graduate Assistant,25%,264,1907,0.138437336,Sales & Marketing
Graduate Nurse,45%,261,664,0.393072289,Supply Chain & Logistics
Grant Accountant,75%,128,886,0.144469526,Communication & PR
Grant Coordinator,35%,499,1630,0.306134969,Hospitality
Grant Writer,10%,1059,4670,0.226766595,Administrative & Clerical
Grants Administrator,30%,231,1833,0.126022913,Data & IT
Grants Manager,15%,1047,4597,0.227757233,Communication & PR
Graphic Artist,50%,238,2083,0.114258281,Hospitality
Graphic Designer,20%,372,2526,0.147268409,Sales & Marketing
Graphics Designer,35%,631,2347,0.268853856,Supply Chain & Logistics
Greeter,35%,277,900,0.307777778,Supply Chain & Logistics
Grill Cook,20%,38,303,0.125412541,Communication & PR
Grocer,80%,50,377,0.132625995,Law Enforcement
Grocery Bagger,10%,540,2184,0.247252747,Law Enforcement
Grocery Clerk,20%,141,1033,0.136495644,Leadership & Strategy
Grocery Manager,15%,648,2501,0.259096361,Administrative & Clerical
Grocery Stocker,25%,147,1023,0.143695015,Supply Chain & Logistics
Grocery Store Manager,10%,912,4160,0.219230769,Construction
Groomer,20%,58,357,0.162464986,Law Enforcement
Groundman,5%,287,1370,0.209489051,Administrative & Clerical
Grounds Manager,10%,351,1301,0.269792467,Hospitality
Groundskeeper,20%,40,281,0.142348754,Law Enforcement
Groundsman,5%,295,1329,0.221971407,Leadership & Strategy
Group Exercise Instructor,20%,653,2528,0.258306962,Administrative & Clerical
Group Fitness Instructor,20%,649,2520,0.257539683,Leadership & Strategy
Group Home Manager,20%,195,1221,0.15970516,Leadership & Strategy
Group Sales Manager,45%,795,2555,0.311154599,Leadership & Strategy
Gse Mechanic,35%,199,736,0.270380435,Hospitality
Guard,15%,326,1280,0.2546875,Communication & PR
Guest Relations Manager,30%,206,1762,0.116912599,Construction
Guest Services,40%,558,1668,0.334532374,Hospitality
Guest Services Manager,30%,208,1764,0.117913832,Sales & Marketing
Guidance Counselor,20%,226,1391,0.162473041,Law Enforcement
Guide,20%,72,479,0.150313152,Data & IT
Guitar Teacher,15%,511,1879,0.271953167,Data & IT
Gunsmith,40%,140,555,0.252252252,Medical & Healthcare
Gutter,20%,34,427,0.079625293,Construction
Gym,10%,343,1235,0.277732794,Construction
Gymnastics Coach,15%,401,1749,0.229273871,Hospitality
Gymnastics Instructor,20%,601,2290,0.262445415,Medical & Healthcare
Gynecologist,10%,421,1739,0.242093157,Communication & PR
Hacker,5%,888,3499,0.253786796,Hospitality
Hadoop Developer,80%,181,1643,0.110164334,Sales & Marketing
Hair Stylist,5%,543,1992,0.272590361,Data & IT
Hairdresser,5%,515,1951,0.263967196,Administrative & Clerical
Hairstylist,25%,127,992,0.128024194,Data & IT
Handyman,18%,212,919,0.230685528,Hospitality
Hardware Engineer,50%,465,1829,0.254237288,Law Enforcement
Hardware Technician,15%,785,2771,0.283291231,Supply Chain & Logistics
Head Cashier,30%,140,1064,0.131578947,Supply Chain & Logistics
Head Chef,20%,43,349,0.123209169,Administrative & Clerical
Head Coach,20%,663,2742,0.241794311,Supply Chain & Logistics
Head Football Coach,10%,629,3055,0.20589198,Leadership & Strategy
Head Of Security,30%,133,1045,0.127272727,Communication & PR
Head Start Teacher,40%,399,1196,0.33361204,Communication & PR
Head Teller,5%,675,2448,0.275735294,Sales & Marketing
Headhunter,10%,1005,3934,0.255465175,Sales & Marketing
Health Aide,15%,270,1051,0.256898192,Hospitality
Health And Safety Coordinator,30%,177,1197,0.147869674,Law Enforcement
Health And Safety Manager,20%,203,1303,0.155794321,Sales & Marketing
Health Assistant,15%,272,1053,0.258309592,Communication & PR
Health Care Assistant,20%,217,1291,0.168086754,Supply Chain & Logistics
Health Coach,35%,404,1322,0.305597579,Construction
Health Coordinator,20%,241,1457,0.165408373,Law Enforcement
Health Data Analyst,60%,206,1372,0.150145773,Supply Chain & Logistics
Health Educator,20%,709,2796,0.253576538,Hospitality
Health Information Manager,40%,735,2315,0.3174946,Communication & PR
Health Inspector,40%,300,903,0.332225914,Communication & PR
Health Insurance Agent,20%,256,1544,0.165803109,Leadership & Strategy
Health Insurance Specialist,20%,269,1663,0.161755863,Medical & Healthcare
Health Physicist,25%,233,1701,0.136978248,Data & IT
Health Policy Analyst,15%,858,3197,0.268376603,Construction
Health Psychologist,25%,211,1626,0.129766298,Hospitality
Health Services Manager,35%,436,1437,0.303409882,Medical & Healthcare
Health Specialist,30%,138,844,0.163507109,Law Enforcement
Health Teacher,20%,166,1262,0.131537242,Data & IT
Health Technician,25%,230,1743,0.131956397,Construction
Health Unit Coordinator,25%,197,1531,0.128674069,Supply Chain & Logistics
Healthcare Analyst,45%,623,1952,0.319159836,Data & IT
Healthcare Business Analyst,60%,206,1671,0.123279473,Administrative & Clerical
Healthcare Consultant,50%,190,1528,0.12434555,Communication & PR
Healthcare Data Analyst,65%,230,1609,0.142945929,Sales & Marketing
Healthcare Management,45%,505,1644,0.307177616,Hospitality
Healthcare Project Manager,60%,169,1539,0.109811566,Medical & Healthcare
Healthcare Recruiter,40%,700,2253,0.310696849,Data & IT
Hearing Aid Specialist,40%,301,1053,0.285849953,Data & IT
Hearing Instrument Specialist,40%,297,1049,0.283126787,Administrative & Clerical
Hearing Officer,20%,195,1380,0.141304348,Construction
Heavy Construction,10%,217,701,0.309557775,Law Enforcement
Heavy Equipment Mechanic,40%,242,924,0.261904762,Medical & Healthcare
Heavy Equipment Operator,30%,104,1188,0.087542088,Hospitality
Heavy Equipment Operators,18%,235,1009,0.232903865,Communication & PR
Heavy Truck Driver,40%,154,565,0.272566372,Sales & Marketing
Hebrew Teacher,20%,169,1264,0.133702532,Administrative & Clerical
Hedge Fund Accountant,30%,181,1334,0.135682159,Data & IT
Helicopter Mechanic,15%,426,1804,0.236141907,Sales & Marketing
Helicopter Pilot,20%,262,1054,0.24857685,Law Enforcement
Help Desk,65%,133,1047,0.127029608,Leadership & Strategy
Help Desk Administrator,48%,599,2279,0.262834577,Administrative & Clerical
Help Desk Analyst,48%,603,2284,0.264010508,Leadership & Strategy
Help Desk Manager,20%,264,1777,0.148564997,Hospitality
Help Desk Specialist,40%,843,2600,0.324230769,Construction
Help Desk Technician,50%,204,1563,0.130518234,Law Enforcement
Helper,15%,545,2280,0.239035088,Data & IT
Hemodialysis Technician,50%,49,397,0.123425693,Construction
Herbalist,5%,484,2256,0.214539007,Supply Chain & Logistics
High School Counselor,10%,799,3544,0.225451467,Data & IT
High School English Teacher,9%,902,3694,0.244179751,Leadership & Strategy
High School History Teacher,9%,894,3684,0.24267101,Medical & Healthcare
High School Math Teacher,8%,889,3663,0.242697243,Supply Chain & Logistics
High School Science Teacher,8%,913,3726,0.24503489,Law Enforcement
High School Spanish Teacher,8%,874,3629,0.240837696,Construction
High School Teacher,8%,917,3784,0.242336152,Sales & Marketing
Highway Engineer,20%,147,1005,0.146268657,Hospitality
Highway Maintenance Worker,10%,479,1697,0.282262817,Medical & Healthcare
Histologist,30%,113,1142,0.098949212,Construction
Histology Technician,30%,113,1143,0.098862642,Sales & Marketing
Historian,5%,684,2672,0.255988024,Law Enforcement
History Teacher,8%,896,3702,0.242031334,Hospitality
History Tutor,8%,850,3613,0.235261555,Communication & PR
Histotechnician,30%,111,1116,0.099462366,Hospitality
Histotechnologist,30%,109,1080,0.100925926,Hospitality
Home Attendant,15%,401,1604,0.25,Administrative & Clerical
Home Builder,25%,199,1646,0.120899149,Communication & PR
Home Care Aide,25%,154,1106,0.139240506,Administrative & Clerical
Home Care Provider,15%,409,1607,0.254511512,Leadership & Strategy
Home Caregiver,15%,414,1640,0.252439024,Medical & Healthcare
Home Health Aide,20%,60,435,0.137931034,Construction
Home Health Care,30%,94,610,0.154098361,Supply Chain & Logistics
Home Health Nurse,5%,373,1542,0.241893645,Communication & PR
Home Inspector,60%,69,521,0.13243762,Supply Chain & Logistics
Homemaker,10%,459,2238,0.205093834,Hospitality
Horse Trainer,15%,230,885,0.259887006,Administrative & Clerical
Horticulturist,20%,168,1207,0.13918807,Hospitality
Hospice Aide,15%,276,1101,0.250681199,Data & IT
Hospice Chaplain,10%,371,1476,0.251355014,Supply Chain & Logistics
Hospice Nurse,5%,363,1498,0.242323097,Data & IT
Hospice Social Worker,20%,171,1236,0.138349515,Administrative & Clerical
Hospital Chaplain,10%,495,2232,0.221774194,Sales & Marketing
Hospital Cleaner,50%,20,240,0.083333333,Sales & Marketing
Hospital Director,25%,164,1291,0.127033308,Law Enforcement
Hospital Housekeeping,65%,8,33,0.242424242,Hospitality
Hospital Pharmacist,50%,86,727,0.11829436,Hospitality
Hospital Receptionist,25%,254,1641,0.154783668,Supply Chain & Logistics
Hospital Security Officer,25%,171,1185,0.144303797,Leadership & Strategy
Hospital Social Worker,20%,170,1160,0.146551724,Construction
Hospital Technician,25%,206,1577,0.130627774,Sales & Marketing
Hospital Volunteer,5%,325,1478,0.219891746,Construction
Hospitalist,10%,434,1789,0.242593628,Data & IT
Hospitality Aide,20%,77,560,0.1375,Sales & Marketing
Hospitality Manager,30%,192,1637,0.117287721,Hospitality
Hostess,45%,276,995,0.277386935,Administrative & Clerical
Hostler,5%,310,1098,0.282331512,Leadership & Strategy
Hot Shot,10%,393,1693,0.23213231,Sales & Marketing
Hotel Assistant Manager,30%,175,1493,0.117213664,Communication & PR
Hotel Concierge,30%,174,1563,0.111324376,Data & IT
Hotel Front Desk,45%,381,1361,0.27994122,Leadership & Strategy
Hotel Front Office Manager,35%,475,1545,0.307443366,Law Enforcement
Hotel General Manager,35%,425,1271,0.334382376,Construction
Hotel Housekeeping,30%,133,1086,0.122467772,Administrative & Clerical
Hotel Manager,30%,172,1225,0.140408163,Leadership & Strategy
Hotel Night Auditor,40%,452,1301,0.347425058,Communication & PR
Hotel Operations Manager,35%,429,1275,0.336470588,Sales & Marketing
Hotel Receptionist,45%,381,1359,0.280353201,Medical & Healthcare
Hotel Sales Manager,30%,233,1492,0.15616622,Leadership & Strategy
House Cleaner,20%,36,210,0.171428571,Law Enforcement
House Manager,20%,116,989,0.117290192,Leadership & Strategy
House Painter,20%,138,1136,0.121478873,Hospitality
House Sitter,5%,241,869,0.277330265,Administrative & Clerical
Housekeeper,5%,275,1097,0.250683683,Leadership & Strategy
Housekeeping,20%,41,262,0.15648855,Construction
Housekeeping Attendant,60%,9,138,0.065217391,Medical & Healthcare
Housekeeping Manager,30%,158,1171,0.134927412,Medical & Healthcare
Housekeeping Supervisor,30%,153,1157,0.132238548,Supply Chain & Logistics
Houseman,20%,31,187,0.165775401,Medical & Healthcare
Houseperson,25%,92,844,0.109004739,Administrative & Clerical
Housing Coordinator,15%,673,2555,0.263405088,Leadership & Strategy
Housing Counselor,25%,255,1802,0.141509434,Hospitality
Housing Specialist,35%,441,1408,0.313210227,Communication & PR
Hr Administrative Assistant,5%,919,3883,0.236672676,Supply Chain & Logistics
Hr Analyst,40%,776,2352,0.329931973,Supply Chain & Logistics
Hr Assistant,10%,1135,4773,0.237795935,Hospitality
Hr Consultant,15%,1071,4272,0.250702247,Sales & Marketing
Hr Coordinator,20%,301,1972,0.152636917,Administrative & Clerical
Hr Generalist,25%,368,2189,0.168113294,Leadership & Strategy
Hr Manager,20%,299,1960,0.15255102,Leadership & Strategy
Hr Recruiter,15%,1072,4257,0.251820531,Hospitality
Hr Representative,10%,1147,4480,0.256026786,Communication & PR
Hr Specialist,30%,246,1874,0.131270011,Data & IT
Hris Analyst,50%,175,1363,0.12839325,Data & IT
Hris Manager,20%,275,1896,0.145042194,Medical & Healthcare
Hse Manager,10%,1016,3865,0.262871928,Data & IT
Human Factors Engineer,15%,729,2803,0.260078487,Law Enforcement
Human Resource Assistant,10%,1143,4472,0.25559034,Administrative & Clerical
Human Resource Consultant,15%,1058,4200,0.251904762,Communication & PR
